mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	502											
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	503											
21	21	81	81	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	504											
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	505											
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	506											
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	507											
21	21	82	82	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	508											
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	509											
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	510											
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	511											
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	512											
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	513											
21	21	82	82	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	514											
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	515											
21	21	83	83	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	516											
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	517											
21	21	80	80	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	518											
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	519											
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/8	6			
21	21	81	81	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	520											
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	521											
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/8	9			
21	21	82	82	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	522											
21	21	165/2	165/2	0.0	5/8	5/8	FiguredBass	4/4	4	1	0										1/4	8			
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	523											
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	524											
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	525											
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	526											
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	527											
22	22	85	85	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	528											
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	529											
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	530											
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	531											
22	22	84	84	0.0	0	0	FiguredBass	4/4	4	1	0										1/4	7	#		
22	22	84	84	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	532											
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	4	1	0										1/4	6	4		
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	4	1	0										1/4	5	4		
22	22	86	86	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	533											
22	22	87	87	0.0	3/4	3/4	FiguredBass	4/4	4	1	0										1/4	#			
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1	1	1	534											
23	23	88	88	4.0	0	0	Chord	4/4	2	1	1	1	1	535											
23	23	88	88	4.0	0	0	Chord	4/4	3	1	1	1	1	536											
23	23	88	88	4.0	0	0	Chord	4/4	4	1	1	1	1	537											
