mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	system_text	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
35	35	137	137	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
35	35	137	137	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	543					
35	35	138	138	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	6	5
35	35	138	138	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	544					
35	35	139	139	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	5	
35	35	139	139	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	545					
36	36	140	140	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	546					
36	36	141	141	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	547					
36	36	143	143	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	548					
36	36	140	140	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	549					
36	36	142	142	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	550					
36	36	140	140	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	551					
36	36	141	141	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	552					
36	36	142	142	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	553					
36	36	143	143	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	554					
36	36	140	140	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	9	
36	36	140	140	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	555					
36	36	141	141	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
36	36	141	141	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	556					
36	36	142	142	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	6	5
36	36	142	142	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	557					
36	36	143	143	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	5	
36	36	143	143	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	558					
37	37	144	144	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	559					
37	37	145	145	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	560					
37	37	147	147	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	561					
37	37	144	144	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	562					
37	37	146	146	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	563					
37	37	144	144	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	564					
37	37	145	145	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	565					
37	37	146	146	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	566					
37	37	147	147	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	567					
37	37	144	144	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	9	
37	37	144	144	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	568					
37	37	145	145	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
37	37	145	145	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	569					
37	37	146	146	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	6	5
37	37	146	146	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	570					
37	37	147	147	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	#	
37	37	147	147	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	571					
38	38	148	148	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	572					
38	38	150	150	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	573					
38	38	148	148	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	574					
38	38	149	149	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	575					
38	38	151	151	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	576					
38	38	148	148	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	577					
38	38	297/2	297/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	578					
38	38	149	149	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	579					
38	38	299/2	299/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	580					
38	38	150	150	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	581					
38	38	301/2	301/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	582					
38	38	151	151	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	583					
38	38	303/2	303/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	584					
38	38	148	148	0.0	0	0	FiguredBass	2/2	4	1	0						1/8	9	
38	38	148	148	0.5	0	0	Chord	2/2	4	1	1/8	1/8	1	585					
38	38	297/2	297/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	586					
38	38	149	149	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/8	6	
38	38	149	149	0.5	1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	587					
38	38	299/2	299/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	588					
38	38	150	150	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/8	5	4
38	38	150	150	0.5	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	589					
38	38	301/2	301/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	590					
38	38	151	151	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/8	6	
38	38	151	151	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	591					
38	38	303/2	303/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	592					
39	39	152	152	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	593					
39	39	154	154	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	594					
39	39	152	152	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	595					
39	39	153	153	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	596					
39	39	155	155	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	597					
39	39	152	152	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	598					
39	39	305/2	305/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	599					
39	39	153	153	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	600					
39	39	307/2	307/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	601					
39	39	154	154	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	602					
39	39	309/2	309/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	603					
39	39	155	155	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	604					
39	39	311/2	311/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	605					
39	39	152	152	0.0	0	0	FiguredBass	2/2	4	1	0						1/8	9	
39	39	152	152	0.5	0	0	Chord	2/2	4	1	1/8	1/8	1	606					
39	39	305/2	305/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	607					
39	39	153	153	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/8	6	
39	39	153	153	0.5	1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	608					
39	39	307/2	307/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	609					
39	39	154	154	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/8	5	4
39	39	154	154	0.5	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	610					
39	39	309/2	309/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	611					
39	39	155	155	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/8	6	
39	39	155	155	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	612					
39	39	311/2	311/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	613					
40	40	156	156	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	614					
40	40	158	158	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	615					
40	40	156	156	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	616					
40	40	157	157	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	617					
40	40	159	159	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	618					
40	40	156	156	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	619					
40	40	313/2	313/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	620					
40	40	157	157	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	621					
40	40	315/2	315/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	622					
40	40	158	158	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	623					
40	40	317/2	317/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	624					
40	40	159	159	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	625					
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	626					
40	40	156	156	0.0	0	0	FiguredBass	2/2	4	1	0						1/8	9	
40	40	156	156	0.5	0	0	Chord	2/2	4	1	1/8	1/8	1	627					
40	40	313/2	313/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	628					
40	40	157	157	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/8	5	
40	40	157	157	0.5	1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	629					
40	40	315/2	315/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	630					
40	40	158	158	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/8	9	
40	40	158	158	0.5	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	631					
40	40	317/2	317/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	632					
40	40	159	159	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/8	6	
40	40	159	159	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	633					
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	634					
41	41	160	160	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	635					
41	41	162	162	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	636					
41	41	325/2	325/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	637					
41	41	163	163	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	638					
41	41	327/2	327/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	639					
41	41	160	160	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	640					
41	41	161	161	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	641					
41	41	162	162	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	642					
41	41	160	160	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	643					
41	41	321/2	321/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	644					
41	41	161	161	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	645					
41	41	323/2	323/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	646					
41	41	162	162	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	647					
41	41	160	160	0.0	0	0	FiguredBass	2/2	4	1	0						1/8	6	5
41	41	160	160	0.5	0	0	Chord	2/2	4	1	1/8	1/8	1	648					
41	41	321/2	321/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	649					
41	41	161	161	0.5	1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	650					
41	41	323/2	323/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	651					
41	41	162	162	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	652					
42	42	164	164	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	653					
42	42	329/2	329/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	654					
42	42	165	165	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	655					
42	42	331/2	331/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	656					
42	42	166	166	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	657					
42	42	167	167	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	658					
42	42	333/2	333/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	659					
42	42	167	167	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	660					
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	661					
42	42	164	164	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	662					
42	42	165	165	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	663					
42	42	166	166	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	664					
42	42	164	164	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	665					
42	42	165	165	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
42	42	165	165	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	666					
42	42	166	166	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	667					
43	43	341/2	341/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	668					
43	43	171	171	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	669					
43	43	343/2	343/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	670					
43	43	168	168	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	671					
43	43	337/2	337/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	672					
43	43	169	169	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	673					
43	43	339/2	339/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	674					
43	43	170	170	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	675					
43	43	171	171	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	676					
43	43	168	168	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	677					
43	43	169	169	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	678					
43	43	170	170	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	679					
43	43	168	168	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	680					
43	43	169	169	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
43	43	169	169	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	681					
43	43	170	170	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	682					
44	44	172	172	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	683					
44	44	345/2	345/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	684					
44	44	173	173	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	685					
44	44	347/2	347/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	686					
44	44	174	174	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	687					
44	44	175	175	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	688					
44	44	349/2	349/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	689					
44	44	175	175	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	690					
44	44	351/2	351/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	691					
44	44	172	172	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	692					
44	44	173	173	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	693					
44	44	174	174	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	694					
44	44	172	172	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	695					
44	44	173	173	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
44	44	173	173	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	696					
44	44	174	174	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	697					
45	45	357/2	357/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	698					
45	45	179	179	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	699					
45	45	359/2	359/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	700					
45	45	176	176	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	701					
45	45	353/2	353/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	702					
45	45	177	177	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	703					
45	45	355/2	355/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	704					
45	45	178	178	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	705					
45	45	357/2	357/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	706					
45	45	179	179	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	707					
45	45	359/2	359/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	708					
45	45	176	176	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	709					
45	45	177	177	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	710					
45	45	178	178	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	711					
45	45	179	179	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	712					
45	45	176	176	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	713					
45	45	177	177	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	6	
45	45	177	177	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	714					
45	45	178	178	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	715					
45	45	179	179	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	716					
46	46	180	180	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	717					
46	46	361/2	361/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	718					
46	46	181	181	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	719					
46	46	363/2	363/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	720					
46	46	182	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	721					
46	46	180	180	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	722					
46	46	361/2	361/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	723					
46	46	181	181	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	724					
46	46	363/2	363/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	725					
46	46	182	182	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	726					
46	46	365/2	365/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	727					
46	46	183	183	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	728					
46	46	180	180	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	729					
46	46	182	182	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	730					
46	46	183	183	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	731					
46	46	180	180	0.0	0	0	FiguredBass	2/2	4	1	0						1/2	6	
46	46	180	180	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	732					
46	46	182	182	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	#	
46	46	182	182	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	733					
46	46	183	183	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
46	46	183	183	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	734					
47	47	184	184	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	735					
47	47	186	186	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	736					
47	47	187	187	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	737					
47	47	184	184	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	738					
47	47	185	185	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	739					
47	47	187	187	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	740					
47	47	184	184	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	741					
47	47	186	186	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	742					
47	47	187	187	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	743					
47	47	184	184	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	9	
47	47	184	184	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	744					
47	47	185	185	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	8	
47	47	186	186	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	7	#
47	47	186	186	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	745					
47	47	187	187	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	746					
48	48	188	188	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	747					
48	48	189	189	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	748					
48	48	190	190	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	749					
48	48	191	191	0.0	3/4	3/4	SystemText	2/2	1	1	0					<b>Adagio</b>			
48	48	191	191	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	750					
48	48	188	188	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	751					
48	48	190	190	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	752					
48	48	188	188	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	753					
48	48	190	190	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	754					
48	48	191	191	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	755					
48	48	188	188	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	5	4
48	48	188	188	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	756					
48	48	189	189	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	#	
48	48	190	190	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	757					
48	48	191	191	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	
48	48	191	191	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	758					
49	49	192	192	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	759					
49	49	193	193	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	760					
49	49	195	195	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	761					
49	49	192	192	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	762					
49	49	194	194	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	763					
49	49	195	195	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	764					
49	49	192	192	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	765					
49	49	194	194	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	766					
49	49	192	192	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	9	
49	49	192	192	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	767					
49	49	193	193	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	8	
49	49	194	194	0.0	1/2	1/2	FiguredBass	2/2	4	1	0						1/4	7	#
49	49	194	194	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	768					
49	49	195	195	0.0	3/4	3/4	FiguredBass	2/2	4	1	0						1/4	6	4
50	50	196	196	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	769					
50	50	198	198	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	770					
50	50	196	196	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	771					
50	50	197	197	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	772					
50	50	198	198	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	773					
50	50	196	196	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	774					
50	50	198	198	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	775					
50	50	196	196	0.0	0	0	FiguredBass	2/2	4	1	0						1/4	5	4
50	50	196	196	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	776					
50	50	197	197	0.0	1/4	1/4	FiguredBass	2/2	4	1	0						1/4	#3	
50	50	198	198	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	777					
