mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1095				
38	38	148	148	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1096				
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1097				
38	38	149	149	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1098				
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1099				
38	38	150	150	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1100				
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1101				
38	38	151	151	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1102				
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1103				
38	38	148	148	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1104				
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	1105				
38	38	149	149	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
38	38	149	149	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1106				
38	38	299/2	299/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6	
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1107				
38	38	150	150	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/8	6	5
38	38	150	150	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1108				
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1109				
38	38	151	151	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	5	4
38	38	151	151	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1110				
38	38	303/2	303/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	3	
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1111				
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1112				
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1113				
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1114				
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1115				
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1116				
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1117				
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1118				
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1119				
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1120				
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1121				
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1122				
39	39	152	152	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1123				
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1124				
39	39	153	153	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1125				
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1126				
39	39	154	154	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1127				
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1128				
39	39	155	155	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1129				
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1130				
39	39	152	152	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1131				
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	1132				
39	39	153	153	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6	
39	39	153	153	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1133				
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1134				
39	39	154	154	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1135				
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1136				
39	39	155	155	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	6	
39	39	155	155	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1137				
39	39	311/2	311/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6	
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1138				
40	40	156	156	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1139				
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1140				
40	40	156	156	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1141	ornamentTrill			
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1142				
40	40	158	158	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1143				
40	40	156	156	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	1144				
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	1145				
40	40	157	157	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	1146				
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	1147				
40	40	158	158	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1148				
40	40	156	156	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	6	5
40	40	156	156	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	1149				
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	1150				
40	40	157	157	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	5	4
40	40	157	157	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	1151				
40	40	315/2	315/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	3	
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1152				
40	40	158	158	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1153				
