mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
62	62	184	184	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	556											
63	63	186	186	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	557											
63	63	187	187	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	558											
63	63	186	186	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	559											
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	560											
63	63	186	186	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	561											
63	63	187	187	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	562											
63	63	186	186	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	5			
63	63	186	186	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	563											
63	63	187	187	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/2	6			
63	63	187	187	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	564											
64	64	189	189	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	565											
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	566											
64	64	189	189	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	567											
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	568											
64	64	189	189	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	569											
64	64	191	191	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	570											
64	64	189	189	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	5			
64	64	189	189	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	571											
64	64	190	190	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	6			
64	64	191	191	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	#			
64	64	191	191	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	572											
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	573											
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	574											
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	575											
65	65	192	192	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	576											
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	577											
65	65	192	192	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	578											
65	65	194	194	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	579											
65	65	192	192	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	5			
65	65	192	192	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	580											
65	65	194	194	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	581											
66	66	195	195	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	582	ornamentTrill										
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	583											
66	66	195	195	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	584	ornamentTrill										
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	585											
66	66	195	195	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	586											
66	66	197	197	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	587											
66	66	195	195	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	588											
66	66	197	197	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	589											
67	67	198	198	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	590	ornamentTrill										
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	591											
67	67	198	198	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	592	ornamentTrill										
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	593											
67	67	198	198	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	594											
67	67	200	200	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	595											
67	67	198	198	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7	#		
67	67	198	198	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	596											
67	67	200	200	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	597											
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	598											
68	68	202	202	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	599											
68	68	201	201	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	600											
68	68	201	201	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	601											
68	68	202	202	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	602											
68	68	201	201	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	5			
68	68	201	201	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	603											
68	68	202	202	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/2	6			
68	68	202	202	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	604											
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	605											
69	69	205	205	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	606											
69	69	204	204	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	607											
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	608											
69	69	204	204	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	609											
69	69	205	205	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	610											
69	69	204	204	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	6	5		
69	69	204	204	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	611											
69	69	205	205	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	5	#		
69	69	205	205	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	612											
69	69	206	206	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	613											
70	70	208	208	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	614											
70	70	207	207	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	615											
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	616											
70	70	207	207	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	617											
70	70	208	208	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	618											
70	70	207	207	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	6	5\		
70	70	207	207	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	619											
70	70	208	208	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/4	5			
70	70	208	208	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	620											
70	70	209	209	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	621											
71	71	211	211	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	622											
71	71	210	210	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	623											
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	624											
71	71	210	210	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	625											
71	71	211	211	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	626											
71	71	210	210	0.0	0	0	FiguredBass	3/4	4	1	0										1/4	6\	5		
71	71	210	210	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	627											
71	71	211	211	0.0	1/4	1/4	FiguredBass	3/4	4	1	0										1/2	#			
71	71	211	211	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	628											
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	629											
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	630											
72	72	214	214	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	631											
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	632											
72	72	215	215	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	633											
72	72	431/2	431/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	634											
72	72	213	213	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	635											
72	72	213	213	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	636											
72	72	213	213	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	#			
72	72	213	213	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	637											
73	73	216	216	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	638											
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	639											
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	640											
73	73	217	217	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	641											
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	642											
73	73	218	218	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	643											
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	644											
73	73	216	216	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	645											
73	73	216	216	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	#			
73	73	216	216	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	646											
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	647											
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	648											
74	74	220	220	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	649											
74	74	441/2	441/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	650											
74	74	221	221	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	651											
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	652											
74	74	219	219	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	653											
74	74	219	219	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	654											
74	74	219	219	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	#			
74	74	219	219	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	655											
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	656											
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	657											
75	75	223	223	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	658											
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	659											
75	75	224	224	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	660											
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	661											
75	75	222	222	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	662											
75	75	222	222	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	663											
75	75	222	222	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	664											
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	665											
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	666											
76	76	226	226	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	667											
76	76	453/2	453/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	668											
76	76	227	227	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	669											
76	76	455/2	455/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	670											
76	76	225	225	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	671											
76	76	225	225	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	672											
76	76	225	225	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	6			
76	76	225	225	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	673											
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	674											
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	675											
77	77	229	229	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	676											
77	77	459/2	459/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	677											
77	77	230	230	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	678											
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	679											
77	77	228	228	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	680											
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	681											
77	77	228	228	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	682											
77	77	228	228	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7			
77	77	228	228	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	683											
77	77	230	230	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6\			
78	78	231	231	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	684											
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	685											
78	78	231	231	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	686											
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	687											
78	78	231	231	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	688											
78	78	231	231	0.0	0	0	FiguredBass	3/4	4	1	0										3/4	#			
78	78	231	231	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	689											
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	690											
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	691											
79	79	235	235	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	692											
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	693											
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	694											
79	79	234	234	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	695											
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	696											
79	79	235	235	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	697											
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	698											
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	699											
79	79	234	234	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	700											
79	79	236	236	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	701											
79	79	234	234	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
79	79	234	234	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	702											
79	79	236	236	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6\			
79	79	236	236	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	703											
80	80	237	237	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	704											
80	80	238	238	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	705											10
80	80	477/2	477/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	706											
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	707											
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	708											
80	80	238	238	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	709											11
80	80	477/2	477/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	710											
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	711											
80	80	237	237	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	712											
80	80	239	239	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	713											
80	80	237	237	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	714											
80	80	239	239	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	#			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	715											
81	81	240	240	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	716											
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	717											
81	81	240	240	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	718											
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	719											
81	81	240	240	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	720											
81	81	242	242	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	721											
81	81	240	240	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	7	5	#	
81	81	240	240	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	722											
81	81	242	242	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	#			
81	81	242	242	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	723											
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	724											
82	82	487/2	487/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	725											
82	82	244	244	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	726											
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	727											
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	728											
82	82	243	243	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	729											
82	82	243	243	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	730											
82	82	243	243	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	731											
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	732											
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	733											
83	83	247	247	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	734											
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	735											
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	736											
83	83	246	246	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	737											
83	83	246	246	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	738											
83	83	248	248	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	739											
83	83	246	246	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
83	83	246	246	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	740											
83	83	248	248	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
83	83	248	248	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	741											
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	742											
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	743											
84	84	250	250	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	744											
84	84	501/2	501/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	745											
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	746											
84	84	249	249	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	747											
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	748											
84	84	250	250	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	749											
84	84	501/2	501/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	750											
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	751											
84	84	249	249	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	752											
84	84	251	251	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	753											
84	84	249	249	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
84	84	249	249	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	754											
84	84	251	251	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	755											
85	85	252	252	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	756											
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	757											
85	85	252	252	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	758											
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	759											
85	85	253	253	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	760											
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	761											
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	762											
85	85	252	252	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	763											
85	85	254	254	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	764											
85	85	252	252	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
85	85	252	252	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	765											
85	85	254	254	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	766											
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	767											
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	768											
86	86	256	256	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	769											
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	770											
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	771											
86	86	255	255	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	772											
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	773											
86	86	256	256	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	774											
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	775											
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	776											
86	86	255	255	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	777											
86	86	257	257	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	778											
86	86	255	255	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
86	86	255	255	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	779											
86	86	257	257	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	5			
86	86	257	257	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	780											
87	87	258	258	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	781											
87	87	259	259	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	782											
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	783											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	784											
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	785											
87	87	259	259	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	786											
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	787											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	788											
87	87	258	258	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	789											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	790											
87	87	258	258	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
87	87	258	258	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	791											
87	87	260	260	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	792											
88	88	261	261	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	793											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	794											
88	88	261	261	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	795											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	796											
88	88	261	261	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	797											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	798											
88	88	261	261	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
88	88	261	261	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	799											
88	88	263	263	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	800											
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	801											
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	802											
89	89	265	265	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	803											
89	89	531/2	531/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	804											
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	805											
89	89	264	264	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	806											
89	89	264	264	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	807											
89	89	264	264	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	808											
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	809											
90	90	535/2	535/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	810											
90	90	268	268	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	811											
90	90	537/2	537/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	812											
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	813											
90	90	267	267	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	814											
90	90	267	267	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	815											
90	90	269	269	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	816											
90	90	267	267	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
90	90	267	267	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	817											
90	90	269	269	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	6			
90	90	269	269	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	818											
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	819											
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	820											
91	91	271	271	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	821											
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	822											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	823											
91	91	270	270	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	824											
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	825											
91	91	271	271	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	826											
91	91	543/2	543/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	827											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	828											
91	91	270	270	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	829											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	830											
